paper_id,title,abstract,summary,year,summary_quality,summary_length,compression_ratio
PMC6289879,NADPH Oxidase activity is required for ER stress survival in plants,"In all eukaryotes, the unfolded protein response (UPR) relieves endoplasmic reticulum (ER) stress, which is a potentially lethal condition caused by the accumulation of misfolded proteins in the ER. In mammalian and yeast cells, reactive oxygen species (ROS) generated during ER stress attenuate the UPR, negatively impacting cell survival. In plants, the relationship between the UPR and ROS is less clear. Although ROS develop during ER stress, the sources of ROS linked to ER stress responses and the physiological impact of ROS generation on the survival from proteotoxic stress are yet unknown. Here we show that in Arabidopsis thaliana the respiratory burst oxidase homologs, RBOHD and RBOHF, contribute to the production of ROS during ER stress. We also demonstrate that during ER stress RBOHD and RBOHF are necessary to properly mount the adaptive UPR and overcome temporary and chronic ER stress situations. These results ascribe a cytoprotective role to RBOH-generated ROS in the defense from proteotoxic stress in an essential organelle, and support a plant-specific feature of the UPR management among eukaryotes.","In all eukaryotes, the unfolded protein response (UPR) relieves endoplasmic reticulum (ER) stress . In mammalian and yeast cells, reactive oxygen species (ROS) generated during ER stress attenuate the UPR, negatively impacting cell survival . In plants, in Arabidopsis thaliana the respiratory burst oxidase homologs, R",2019,good,319,3.5266457680250785
PMC8099722,Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,Graphical abstract,Graphical abstract abstract . Graphical Abstract .,2021,low_compression,50,0.36
PMC5116466,"Corrigendum: High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core “DSB” response specific to clastogenic treatments",,,2016,low_compression,0,0.0
PMC4033213,Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,"Low linear energy transfer (LET) gamma rays and high LET HZE (high atomic weight, high energy) particles act as powerful mutagens in both plants and animals. DNA damage generated by HZE particles is more densely clustered than that generated by gamma rays. To understand the genetic requirements for resistance to high versus low LET radiation, a series of Arabidopsis thaliana mutants were exposed to either 1GeV Fe nuclei or gamma radiation. A comparison of effects on the germination and subsequent growth of seedlings led us to conclude that the relative biological effectiveness (RBE) of the two types of radiation (HZE versus gamma) are roughly 3:1. Similarly, in wild-type lines, loss of somatic heterozygosity was induced at an RBE of about a 2:1 (HZE versus gamma). Checkpoint and repair defects, as expected, enhanced sensitivity to both agents. The “replication fork” checkpoint, governed by ATR, played a slightly more important role in resistance to HZE-induced mutagenesis than in resistance to gamma induced mutagenesis.","DNA damage generated by HZE particles is more densely clustered than that generated by gamma rays . The “replication fork” checkpoint, governed by ATR, played a slightly more important role in resistance to HZE-induced mutagenesis .",2014,good,232,4.461206896551724
PMC6081456,Acceleration profiles and processing methods for parabolic flight,"Parabolic flights provide cost-effective, time-limited access to “weightless” or reduced gravity conditions, facilitating research and validation activities that complement infrequent and costly access to space. Although parabolic flights have been conducted for decades, reference acceleration profiles and processing methods are not widely available. Here we present a solution for collecting, analyzing, and classifying the altered gravity environments experienced during parabolic flights, which we validated during a Boeing 727-200F flight with 20 parabolas. All data and analysis code are freely available. Our solution can be integrated with diverse experimental designs, does not depend upon accelerometer orientation, and allows unsupervised classification of all phases of flight, providing a consistent and open-source approach to quantifying gravito-inertial accelerations (GIA), or g levels. As academic, governmental, and commercial use of space advances, data availability and validated processing methods will enable better planning, execution, and analysis of parabolic flight experiments, and thus facilitate future space activities.","Parabolic flights provide cost-effective, time-limited access to “weightless” or reduced gravity conditions, facilitating research and validation activities that complement infrequent and costly access to space . We present a solution for collecting, analyzing, and classifying the altered gravity environments experienced during parabolic flights .",2018,good,349,3.297994269340974
PMC5955502,Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight,"The purpose of this work was to evaluate the protein and mRNA expression levels of multiple cytoskeletal proteins in the cardiac and lung tissue of mice that were euthanized onboard the United States Orbital Segment of the International Space Station 37 days after the start of the SpaceX-4 mission (September 2014, USA). The results showed no changes in the cytoskeletal protein content in the cardiac and lung tissue of the mice, but there were significant changes in the mRNA expression levels of the associated genes, which may be due to an increase in total genome methylation. The mRNA expression levels of DNA methylases, the cytosine demethylases Tet1 and Tet3, histone acetylase and histone deacetylase did not change, and the mRNA expression level of cytosine demethylase Tet2 was significantly decreased.",The purpose of this work was to evaluate the protein and mRNA expression levels of multiple cytoskeletal proteins in the cardiac and lung tissue of mice that were euthanized onboard the United States Orbital Segment of the International Space Station .,2018,good,252,3.234126984126984
PMC10285634,Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,,,2023,low_compression,0,0.0
PMC11271499,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,"Spending time in a microgravity environment is known to cause significant skeletal muscle atrophy and weakness via muscle unloading, which can be partly attributed to Ca2+ dysregulation. The sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA) pump is responsible for bringing Ca2+ from the cytosol into its storage site, the sarcoplasmic reticulum (SR), at the expense of ATP. We have recently demonstrated that, in the soleus of space-flown mice, the Ca2+ uptake ability of the SERCA pump is severely impaired and this may be attributed to increases in reactive oxygen/nitrogen species (RONS), to which SERCA is highly susceptible. The purpose of this study was therefore to investigate whether treatment with the antioxidant, Manganese(III) meso-tetrakis(N-n-butoxyethylpyridinium-2-yl)porphyrin, MnTnBuOE-2-PyP5+ (BuOE), could attenuate muscle atrophy and SERCA dysfunction. We received soleus muscles from the rodent research 18 mission which had male mice housed on the international space station for 35 days and treated with either saline or BuOE. Spaceflight significantly reduced the soleus:body mass ratio and significantly increased SERCA’s ionophore ratio, a measure of SR Ca2+ leak, and 4-HNE content (marker of RONS), none of which could be rescued by BuOE treatment. In conclusion, we find that spaceflight induces significant soleus muscle atrophy and SR Ca2+ leak that cannot be counteracted with BuOE treatment. Future work should investigate alternative therapeutics that are specifically aimed at increasing SERCA activation or reducing Ca2+ leak.",The sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA) pump is responsible for bringing Ca2+. from the cytosol into its storage site at the expense of ATP . Spaceflight significantly reduced the soleus:body mass ratio and significantly increased SERCA’s ionophore ratio .,2024,good,269,5.814126394052044
PMC6062551,Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,"The heart and its cellular components are profoundly altered by missions to space and injury on Earth. Further research, however, is needed to characterize and address the molecular substrates of such changes. For this reason, neonatal and adult human cardiovascular progenitor cells (CPCs) were cultured aboard the International Space Station. Upon return to Earth, we measured changes in the expression of microRNAs and of genes related to mechanotransduction, cardiogenesis, cell cycling, DNA repair, and paracrine signaling. We additionally assessed endothelial-like tube formation, cell cycling, and migratory capacity of CPCs. Changes in microRNA expression were predicted to target extracellular matrix interactions and Hippo signaling in both neonatal and adult CPCs. Genes related to mechanotransduction (YAP1, RHOA) were downregulated, while the expression of cytoskeletal genes (VIM, NES, DES, LMNB2, LMNA), non-canonical Wnt ligands (WNT5A, WNT9A), and Wnt/calcium signaling molecules (PLCG1, PRKCA) was significantly elevated in neonatal CPCs. Increased mesendodermal gene expression along with decreased expression of mesodermal derivative markers (TNNT2, VWF, and RUNX2), reduced readiness to form endothelial-like tubes, and elevated expression of Bmp and Tbx genes, were observed in neonatal CPCs. Both neonatal and adult CPCs exhibited increased expression of DNA repair genes and paracrine factors, which was supported by enhanced migration. While spaceflight affects cytoskeletal organization and migration in neonatal and adult CPCs, only neonatal CPCs experienced increased expression of early developmental markers and an enhanced proliferative potential. Efforts to recapitulate the effects of spaceflight on Earth by regulating processes described herein may be a promising avenue for cardiac repair.","The heart and its cellular components are profoundly altered by missions to space and injury on Earth . For this reason, neonatal and adult human cardiovascular progenitor cells were cultured aboard the International Space Station . We measured changes in the expression of microRNAs and of genes related to mechanotransduction, cardiogenesis, cell cycling, DNA repair, and paracrine signaling .",2018,good,395,4.620253164556962
PMC9832585,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,"Over the past 20+ years, the U.S. Government has made significant strides in establishing research funding and initiating a portfolio consisting of subject matter experts on radiation-induced biological effects in normal tissues. Research supported by the National Cancer Institute (NCI) provided much of the early findings on identifying cellular pathways involved in radiation injuries, due to the need to push the boundaries to kill tumor cells while minimizing damage to intervening normal tissues. By protecting normal tissue surrounding the tumors, physicians can deliver a higher radiation dose to tumors and reduce adverse effects related to the treatment. Initially relying on this critical NCI research, the National Institute of Allergy and Infectious Diseases (NIAID), first tasked with developing radiation medical countermeasures in 2004, has provided bridge funding to move basic research toward advanced development and translation. The goal of the NIAID program is to fund approaches that can one day be employed to protect civilian populations during a radiological or nuclear incident. In addition, with the reality of long-term space flights and the possibility of radiation exposures to both acute, high-intensity, and chronic lower-dose levels, the National Aeronautics and Space Administration (NASA) has identified requirements to discover and develop radioprotectors and mitigators to protect their astronauts during space missions. In sustained partnership with sister agencies, these three organizations must continue to leverage funding and findings in their overlapping research areas to accelerate biomarker identification and product development to help safeguard these different and yet undeniably similar human populations – cancer patients, public citizens, and astronauts.",The U.S. Government has made significant strides in establishing research funding and initiating a portfolio of subject matter experts on radiation-induced biological effects in normal tissues . Research supported by the National Cancer Institute provided much of the early findings on identifying cellular pathways involved in radiation injuries . The goal of the NIAID program is to fund approaches that can one day be employed to protect civilian populations during a radiological or nuclear incident .,2023,good,505,3.5782178217821783
PMC7829349,Genomic and Functional Characterization of Enterococcus faecalis Isolates Recovered From the International Space Station and Their Potential for Pathogenicity,"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International Space Station (ISS). Pangenomic and functional analyses were carried out to assess their potential impact on astronaut health. Genomes of each ISS isolate, and both clinical and commensal reference strains, were evaluated for their core and unique gene content, acquired antibiotic resistance genes, phage, plasmid content, and virulence traits. In order to determine their potential survival when outside of the human host, isolates were also challenged with three weeks of desiccation at 30% relative humidity. Finally, pathogenicity of the ISS strains was evaluated in the model organism Caenorhabditis elegans. At the culmination of this study, there were no defining signatures that separated known pathogenic strains from the more commensal phenotypes using the currently available resources. As a result, the current reliance on database information alone must be shifted to experimentally evaluated genotypic and phenotypic characteristics of clinically relevant microorganisms.","Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections . Pangenomic and functional analyses were carried out to assess their potential impact on astronaut health .",2020,good,237,5.0928270042194095
PMC3570223,Evaluation of in vitro macrophage differentiation during space flight,"We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126. We tested the hypothesis that the receptor expression for M-CSF, c-Fms was reduced. We used flow cytometry to assess molecules on cells that were preserved during flight to define the differentiation state of the developing bone marrow macrophages; including CD11b, CD31, CD44, Ly6C, Ly6G, F4/80, Mac2, c-Fos as well as c-Fms. In addition, RNA was preserved during the flight and was used to perform a gene microarray. We found that there were significant differences in the number of macrophages that developed in space compared to controls maintained on Earth. We found that there were significant changes in the distribution of cells that expressed CD11b, CD31, F4/80, Mac2, Ly6C and c-Fos. However, there were no changes in c-Fms expression and no consistent pattern of advanced or retarded differentiation during space flight. We also found a pattern of transcript levels that would be consistent with a relatively normal differentiation outcome but increased proliferation by the bone marrow macrophages that were assayed after 14 days of space flight. There also was a surprising pattern of space flight influence on genes of the coagulation pathway. These data confirm that a space flight can have an impact on the in vitro development of macrophages from mouse bone marrow cells.",We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126 . We found significant differences in the number of macrophages that developed in space compared to controls maintained on Earth .,2013,good,334,4.470059880239521
PMC3558598,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster,"Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis. In vertebrates, E. chaffeensis replicates in monocytes and macrophages. However, no clear cell or tissue tropism has been defined in arthropods. Our group identified two host genes that control E. chaffeensis replication and infection in vivo in Drosophila, Uridine cytidine kinase and separation anxiety. Using the UAS-GAL4 RNAi system, we generated F1 flies (UAS-gene of interest RNAi x tissue-GAL4 flies) that have Uck2 or san silenced in ubiquitous or tissue-specific fashion. When Uck2 or san were suppressed in the hemocytes or in the fat body, E. chaffeensis replicated poorly and caused significantly less severe infections. Silencing of these genes in the eyes, wings, or the salivary glands did not impact fly susceptibility or bacterial replication. Our data suggest that in Drosophila, E. chaffeensis replicates within the hemocytes, the insect homolog of mammalian macrophages, and in the fat body, the liver homolog of mammals.","Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis . In vertebrates, E. chaffensis replicates in monocytes and macrophages, but no clear cell or tissue tropism has been defined in arthropods .",2014,good,281,3.8505338078291813
PMC11046949,"Antiviral screening of natural, anti-inflammatory compound library against African swine fever virus",Background,Background to this article is a collection of photographs from the Getty Images . This article was originally published in June 2013. Please submit your photos,2024,low_compression,159,0.06289308176100629
PMC3890248,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,"In preparation for a space flight on STS-126, two in vitro culture systems were used to investigate macrophage colony stimulating factor-dependent macrophage differentiation from mouse primary bone marrow cells. The patented Techshot Cell Cult Bioreactor and the BioServe Fluid Processing Apparatus (FPA)1 were operated in different orientations to determine their impact on macrophage growth and differentiation. Bone marrow cell parameters were determined after cells were grown in FPAs incubated at 37°C in vertical or horizontal orientations, and macrophage cell recovery was significantly higher from FPAs that were incubated in the horizontal orientation compared to “vertical” FPAs. Similarly, when bone marrow cells were grown in the Techshot bioreactor, there were significant differences in the numbers of macrophages recovered after 7 days, depending on movement and orientation of the bioreactor. Macrophage recovery was highest when the patented bioreactor was rotated in the horizontal, x-axis plane (merry-go-round fashion) compared to static and vertically, y-axis plane rotated (Ferris wheel fashion) bioreactors. In addition, the expression of F4/80 and other differentiation markers varied depending on whether macrophages differentiated in FPAs or in bioreactors. After 7 days, significant differences in size, granularity and molecule expression were seen even when the same primary bone marrow cells were used to seed the cultures. These data show that culture outcomes are highly dependent on the culture device and device orientation. Moreover, the impact of the culture system needs to be understood in order to interpret space flight data.","In preparation for a space flight on STS-126, two in vitro culture systems were used . Macrophage cell recovery was significantly higher from FPAs that were incubated in the horizontal orientation compared to “vertical” FPAs . After 7 days, significant differences in size, granularity and molecule expression were seen .",2014,good,321,5.186915887850467
PMC5736159,Validation of Methods to Assess the Immunoglobulin Gene Repertoire in Tissues Obtained from Mice on the International Space Station,"Spaceflight is known to affect immune cell populations. In particular, splenic B cell numbers decrease during spaceflight and in ground-based physiological models. Although antibody isotype changes have been assessed during and after space flight, an extensive characterization of the impact of spaceflight on antibody composition has not been conducted in mice. Next Generation Sequencing and bioinformatic tools are now available to assess antibody repertoires. We can now identify immunoglobulin gene- segment usage, junctional regions, and modifications that contribute to specificity and diversity. Due to limitations on the International Space Station, alternate sample collection and storage methods must be employed. Our group compared Illumina MiSeq sequencing data from multiple sample preparation methods in normal C57Bl/6J mice to validate that sample preparation and storage would not bias the outcome of antibody repertoire characterization. In this report, we also compared sequencing techniques and a bioinformatic workflow on the data output when we assessed the IgH and Igκ variable gene usage. This included assessments of our bioinformatic workflow on Illumina HiSeq and MiSeq datasets and is specifically designed to reduce bias, capture the most information from Ig sequences, and produce a data set that provides other data mining options. We validated our workflow by comparing our normal mouse MiSeq data to existing murine antibody repertoire studies validating it for future antibody repertoire studies.","Next Generation Sequencing and bioinformatic tools are now available to assess antibody repertoires . We can identify immunoglobulin gene- segment usage, junctional regions, and modifications that contribute to specificity and diversity . Spaceflight is known to affect immune cell populations .",2017,good,295,5.186440677966102
PMC5761896,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,"Antibody specificity and diversity are generated through the enzymatic splicing of genomic gene segments within each B cell. Antibodies are heterodimers of heavy- and light-chains encoded on separate loci. We studied the antibody repertoire from pooled, splenic tissue of unimmunized, adult female C57BL/6J mice, using high-throughput sequencing (HTS) without amplification of antibody transcripts. We recovered over 90,000 heavy-chain and over 135,000 light-chain immunoglobulin sequences. Individual V-, D-, and J-gene segment usage was uniform among the three mouse pools, particularly in highly abundant gene segments, with low frequency V-gene segments not being detected in all pools. Despite the similar usage of individual gene segments, the repertoire of individual B-cell CDR3 amino acid sequences in each mouse pool was highly varied, affirming the combinatorial diversity in the B-cell pool that has been previously demonstrated. There also was some skewing in the V-gene segments that were detected depending on chromosomal location. This study presents a unique, non-primer biased glimpse of the conventionally housed, unimmunized antibody repertoire of the C57BL6/J mouse.","Antibodies are heterodimers of heavy- and light-chains encoded on separate loci . We studied the antibody repertoire from pooled, splenic tissue of unimmunized, adult female C57BL/6J mice . Individual V-, D-, and J-gene segment usage was uniform among the three mouse pools .",2018,good,275,4.316363636363636
PMC5826609,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,"Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations. B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins (Ig), that directly bind and neutralize pathogens. Ig diversity is achieved through the enzymatic splicing of gene segments within the genomic DNA of each B cell in a host. The collection of Ig specificities within a host, or Ig repertoire, has been increasingly characterized in both basic research and clinical settings using high-throughput sequencing technology (HTS). We utilized HTS to test the hypothesis that spaceflight affects the B-cell repertoire. To test this hypothesis, we characterized the impact of spaceflight on the unimmunized Ig repertoire of C57BL/6 mice that were flown aboard the International Space Station (ISS) during the Rodent Research One validation flight in comparison to ground controls. Individual gene segment usage was similar between ground control and flight animals, however, gene segment combinations and the junctions in which gene segments combine was varied among animals within and between treatment groups. We also found that spontaneous somatic mutations in the IgH and Igκ gene loci were not increased. These data suggest that space flight did not affect the B cell repertoire of mice flown and housed on the ISS over a short period of time.","Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations . B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins, that directly bind and neutralize pathogens . We used high-throughput sequencing technology (HTS) to test the hypothesis that spaceflight affects the B-cell repertoire .",2019,good,403,3.5235732009925558
PMC6366624,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing,"Sequencing antibody repertoires has steadily become cheaper and easier. Sequencing methods usually rely on some form of amplification, often a massively multiplexed PCR prior to sequencing. To eliminate potential biases and create a data set that could be used for other studies, our lab compared unamplified sequencing results from the splenic heavy-chain repertoire in the mouse to those processed through two commercial applications. We also compared the use of mRNA vs total RNA, reverse transcriptase, and primer usage for cDNA synthesis and submission. The use of mRNA for cDNA synthesis resulted in higher read counts but reverse transcriptase and primer usage had no statistical effects on read count. Although most of the amplified data sets contained more antibody reads than the unamplified data set, we detected more unique V-gene segments in the unamplified data set. Although unique CDR3 detection was much lower in the unamplified data set, RNASeq detected 98% of the high frequency CDR3s. We have shown that unamplified profiling of the antibody repertoire is possible, detects more V-gene segments, and detects high frequency clones in the repertoire.","Sequencing antibody repertoires has steadily become cheaper and easier . We have shown that unamplified profiling of the antibody repertoire is possible, detects more V-gene segments and detects high frequency clones .",2020,good,218,5.3577981651376145
PMC11929063,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII","This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene therapy in patients with hemophilia A. A dose-dependent increase in plasma FVIII activity was detected in FVIII knockout mice at a dose of 1.0 × 1012 TAK-754 capsid particles (CP)/kg or higher. This increase was shown to be in accordance with a dose-dependent decrease in blood loss in a hemostatic efficacy assay. TAK-754 (3.1 × 1012 CP/kg) mediated long-term and stable FVIII expression in immunologically tolerant transgenic human FVIII mice. Toxicology and biodistribution assessments with a single administration of TAK-754 ranging between 1.9 × 1012 and 5.0 × 1013 CP/kg were conducted in male C57BL/6J mice. The highest TAK-754 dose occurred without TAK-754-related adverse clinical signs. Biodistribution profiling showed predominant detection in the liver with a low occurrence of vector DNA in other tissues. Integration site analysis revealed minimal vector integration, with no observations of clonal outgrowth or preferred integrations in genes previously implicated in hepatocellular carcinoma formation within the observation period. These preclinical studies demonstrate a good safety and efficacy profile for TAK-754.",TAK-754 is an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene therapy in patients with hemophilia A . A dose-dependent increase in plasma FVIII activity,2025,good,289,4.7854671280276815
PMC11929063,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII","This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene therapy in patients with hemophilia A. A dose-dependent increase in plasma FVIII activity was detected in FVIII knockout mice at a dose of 1.0 × 1012 TAK-754 capsid particles (CP)/kg or higher. This increase was shown to be in accordance with a dose-dependent decrease in blood loss in a hemostatic efficacy assay. TAK-754 (3.1 × 1012 CP/kg) mediated long-term and stable FVIII expression in immunologically tolerant transgenic human FVIII mice. Toxicology and biodistribution assessments with a single administration of TAK-754 ranging between 1.9 × 1012 and 5.0 × 1013 CP/kg were conducted in male C57BL/6J mice. The highest TAK-754 dose occurred without TAK-754-related adverse clinical signs. Biodistribution profiling showed predominant detection in the liver with a low occurrence of vector DNA in other tissues. Integration site analysis revealed minimal vector integration, with no observations of clonal outgrowth or preferred integrations in genes previously implicated in hepatocellular carcinoma formation within the observation period. These preclinical studies demonstrate a good safety and efficacy profile for TAK-754.",TAK-754 is an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene therapy in patients with hemophilia A . A dose-dependent increase in plasma FVIII activity,2025,good,289,4.7854671280276815
PMC10996920,An Analysis of the Effects of Spaceflight and Vaccination on Antibody Repertoire Diversity,"Ab repertoire diversity plays a critical role in the host’s ability to fight pathogens. CDR3 is partially responsible for Ab–Ag binding and is a significant source of diversity in the repertoire. CDR3 diversity is generated during VDJ rearrangement because of gene segment selection, gene segment trimming and splicing, and the addition of nucleotides. We analyzed the Ab repertoire diversity across multiple experiments examining the effects of spaceflight on the Ab repertoire after vaccination. Five datasets from four experiments were analyzed using rank-abundance curves and Shannon indices as measures of diversity. We discovered a trend toward lower diversity as a result of spaceflight but did not find the same decrease in our physiological model of microgravity in either the spleen or bone marrow. However, the bone marrow repertoire showed a reduction in diversity after vaccination. We also detected differences in Shannon indices between experiments and tissues. We did not detect a pattern of CDR3 usage across the experiments. Overall, we were able to find differences in the Ab repertoire diversity across experimental groups and tissues.",Ab repertoire diversity plays a critical role in the host’s ability to fight pathogens . CDR3 is partially responsible for Ab–Ag binding and is a significant source of diversity in the repertoire . The bone marrow repertoire showed a reduction in diversity after vaccination .,2024,good,276,4.184782608695652
