paper_id,title,authors,year,journal,doi_url,abstract
PMC5672023,Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth,"Aseyev, Nikolay; Vinarskaya, Alia Kh.; Kolosov, Peter; Chesnokova, Ekaterina; Volkova, Svetlana; Kasianov, Artem; Uroshlev, Leonid; Popova, Yekaterina; Boyle, Richard D.; Balaban, Pavel M.; Roshchin, Matvey; Korshunova, Tatiana A.; Malyshev, Aleksey Yu.; Zuzina, Alena B.; Ierusalimsky, Victor N.; Lemak, Maria S.; Zakharov, Igor S.; Novikov, Ivan A.",2017,Frontiers in Cellular Neuroscience,https://doi.org/10.3389/fncel.2017.00348,"The vestibular system receives a permanent influence from gravity and reflexively controls equilibrium. If we assume gravity has remained constant during the species' evolution, will its sensory system adapt to abrupt loss of that force? We address this question in the land snail Helix lucorum exposed to 30 days of near weightlessness aboard the Bion-M1 satellite, and studied geotactic behavior of postflight snails, differential gene expressions in statocyst transcriptome, and electrophysiological responses of mechanoreceptors to applied tilts. Each approach revealed plastic changes in the snail's vestibular system assumed in response to spaceflight. Absence of light during the mission also affected statocyst physiology, as revealed by comparison to dark-conditioned control groups. Readaptation to normal tilt responses occurred at ~20 h following return to Earth. Despite the permanence of gravity, the snail responded in a compensatory manner to its loss and readapted once gravity was restored."
PMC5899691,"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau","Boyle, Richard; Ehsanian, Reza; Mofrad, Alireza; Popova, Yekaterina; Varelas, Joseph",2019,The Journal of comparative neurology,https://doi.org/10.1002/cne.24429,"The utricle provides the vestibular reflex pathways with the sensory codes of inertial acceleration of self motion and head orientation with respect to gravity to control balance and equilibrium. Here we present an anatomical description of this structure in the adult oyster toadfish, and establish a morphological basis for interpretation of subsequent functional studies. Light, scanning and transmission electron microscopy techniques were applied to visualize the sensory epithelium at varying levels of detail, its neural innervation and its synaptic organization. Scanning electron microscopy was used to visualize otolith mass and morphological polarization patterns of hair cells. Afferent nerve fibers were visualized following labeling with biocytin, and light microscope images were used to make three-dimensional (3-D) reconstructions of individual labeled afferents to identify dendritic morphology with respect to epithelial location. Transmission electron micrographs were compiled to create a serial 3-D reconstruction of a labeled afferent over a segment of its dendritic field and to examine the cell-afferent synaptic contacts. Major observations are: a well-defined striola, medial and lateral extra-striolar regions with a zonal organization of hair bundles; prominent lacinia projecting laterally; dependence of hair cell density on macular location; narrow afferent dendritic fields that follow the hair bundle polarization; synaptic specializations issued by afferents are typically directed towards a limited number of 7–13 hair cells, but larger dendritic fields in the medial extra-striola can be associated with > 20 hair cells also; and hair cell synaptic bodies can be confined to only an individual afferent or can synapse upon several afferents."
PMC6204554,"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1 g on the Structure and Function of the Utricle in Toadfish, Opsanus tau","Boyle, Richard; Popova, Yekaterina; Varelas, Joseph",2018,Frontiers in Physiology,https://doi.org/10.3389/fphys.2018.01469,"Gravity has remained constant during animal evolution and the neural sensory systems detecting acceleration forces have remained remarkably conserved among vertebrates. The utricular organ senses the sum of inertial force due to head translation and head tilt relative to gravitational vertical. Change in gravitational force would be expected to have profound effects on how an organism maintains equilibrium. We characterize the physiology of utricular afferents to applied accelerations in the oyster toadfish, Opsanus tau, in normal 1 g to establish benchmarks, after 1–32-day exposures to 2.24 g (resultant) via centrifugation (hypergravity, HG), after 4- and 16-day exposures to 1.12 g (resultant), and following 1–8 days recovery to HG exposures to study re-adaptation to 1 g. Afferents were also examined during activation of efferent vestibular pathway. Centrifugation at 2.24 g included 228°/s constant angular velocity component, and thus horizontal canal afferent responses to yaw rotation were recorded as an internal control in each fish. Afferents studied after 228°/s rotation for 4 and 16 days without centripetal acceleration, called On-Center-Control, were indistinguishable from their control counterparts. Principal response to HG was an adjustment of afferent sensitivity as a function of magnitude and duration of exposure: an initial robust increase at 3–4 days followed by a significant decrease from 16 to 32 days. Initial increase observed after 4 days of HG took >4 days in 1 g to recover, and the decrease observed after 16 days of HG took >2 days to readapt to 1 g. Hair cells in striola and medial extrastriola macula regions were serially reconstructed in 3D from thin sections using transmission electron microscopy in control fish and fish exposed to 4 and 16 days of HG. Despite the highly significant differences in afferent physiology, synaptic body counts quantified in the same fish were equivalent in their inter-animal variability and averages. No clear role of the efferent pathway as a feedback mechanism regulating afferent behavior to HG was found. Transfer from 1 g to HG imparts profound effects on gravitational sensitivity of utricular afferents and the accompanying transfer from the HG back to the 1 g resembles in part (as an analog) the transfer from 1 g to the micrograms."
PMC4064004,Organization of the ER–Golgi interface for membrane traffic control,"Brandizzi, Federica; Barlowe, Charles",2014,Nature reviews. Molecular cell biology,https://doi.org/10.1038/nrm3588,"Coat protein complex I (COPI) and COPII are required for bidirectional membrane trafficking between the endoplasmic reticulum (ER) and the Golgi. While these core coat machineries and other transport factors are highly conserved across species, high-resolution imaging studies indicate that the organization of the ER–Golgi interface is varied in eukaryotic cells. Regulation of COPII assembly, in some cases to manage distinct cellular cargo, is emerging as one important component in determining this structure. Comparison of the ER–Golgi interface across different systems, particularly mammalian and plant cells, reveals fundamental elements and distinct organization of this interface. A better understanding of how these interfaces are regulated to meet varying cellular secretory demands should provide key insights into the mechanisms that control efficient trafficking of proteins and lipids through the secretory pathway."
PMC3818365,IRE1: ER stress sensor and cell fate executor,"Chen, Yani; Brandizzi, Federica",2014,Trends in cell biology,https://doi.org/10.1016/j.tcb.2013.06.005,"Cells operate a signaling network termed unfolded protein response (UPR) to monitor protein-folding capacity in the endoplasmic reticulum (ER). IRE1 is an ER transmembrane sensor that activates UPR to maintain ER and cellular function. While mammalian IRE1 promotes cell survive, it can initiate apoptosis via decay of anti-apoptotic microRNAs. Convergent and divergent IRE1 characteristics between plants and animals underscore its significance in cellular homeostasis. This review provides an updated scenario of IRE1 signaling model, discusses emerging IRE1 sensing mechanisms, compares IRE1 features among species, and outlines exciting future directions in UPR research."
PMC3981873,INTER-REGULATION OF THE UNFOLDED PROTEIN RESPONSE AND AUXIN SIGNALING,"Chen, Yani; Aung, Kyaw; Rolčík, Jakub; Walicki, Kathryn; Friml, Jiří; Brandizzi, Federica",2015,The Plant journal : for cell and molecular biology,https://doi.org/10.1111/tpj.12373,SUMMARY
PMC4150462,Endoplasmic reticulum—shape and function in stress translation,"Brandizzi, Federica; Frigerio, Lorenzo; Howell, Stephen H.; Schäfer, Patrick",2014,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2014.00425,
PMC4618186,"Unfolded protein response in plants: one master, many questions","Ruberti, Cristina; Kim, Sang-Jin; Stefano, Giovanni; Brandizzi, Federica",2016,Current opinion in plant biology,https://doi.org/10.1016/j.pbi.2015.05.016,"To overcome endoplasmic reticulum (ER) stress, ER-localized stress sensors actuate distinct downstream organelle-nucleus signaling pathways to invoke a cytoprotective response, known as the unfolded protein response (UPR). Compared to yeast and metazoans, plant UPR studies are more recent but nevertheless fascinating. Here we discuss recent discoveries in plant UPR, highlight conserved and unique features of the plant UPR as well as critical yet-open questions whose answers will likely make significant contributions to the understanding plant ER stress management."
PMC5415411,Maintaining the Factory: The Roles of the Unfolded Protein Response in Cellular Homeostasis in Plants,"Angelos, Evan; Ruberti, Cristina; Kim, Sang-Jin; Brandizzi, Federica",2018,The Plant journal : for cell and molecular biology,https://doi.org/10.1111/tpj.13449,Summary
PMC6289879,NADPH Oxidase activity is required for ER stress survival in plants,"Angelos, Evan; Brandizzi, Federica",2019,The Plant journal : for cell and molecular biology,https://doi.org/10.1111/tpj.14091,"In all eukaryotes, the unfolded protein response (UPR) relieves endoplasmic reticulum (ER) stress, which is a potentially lethal condition caused by the accumulation of misfolded proteins in the ER. In mammalian and yeast cells, reactive oxygen species (ROS) generated during ER stress attenuate the UPR, negatively impacting cell survival. In plants, the relationship between the UPR and ROS is less clear. Although ROS develop during ER stress, the sources of ROS linked to ER stress responses and the physiological impact of ROS generation on the survival from proteotoxic stress are yet unknown. Here we show that in Arabidopsis thaliana the respiratory burst oxidase homologs, RBOHD and RBOHF, contribute to the production of ROS during ER stress. We also demonstrate that during ER stress RBOHD and RBOHF are necessary to properly mount the adaptive UPR and overcome temporary and chronic ER stress situations. These results ascribe a cytoprotective role to RBOH-generated ROS in the defense from proteotoxic stress in an essential organelle, and support a plant-specific feature of the UPR management among eukaryotes."
PMC8099722,Reanalysis of the Mars500 experiment reveals common gut microbiome alterations in astronauts induced by long-duration confinement,"Brereton, N.J.B.; Pitre, F.E.; Gonzalez, E.",2021,Computational and Structural Biotechnology Journal,https://doi.org/10.1016/j.csbj.2021.03.040,Graphical abstract
PMC5116466,"Corrigendum: High atomic weight, high-energy radiation (HZE) induces transcriptional responses shared with conventional stresses in addition to a core “DSB” response specific to clastogenic treatments","Missirian, Victor; Conklin, Phillip A.; Culligan, Kevin M.; Huefner, Neil D.; Britt, Anne B.",2016,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2016.01753,
PMC4033213,Genomic stability in response to high versus low linear energy transfer radiation in Arabidopsis thaliana,"Huefner, Neil D.; Yoshiyama, Kaoru; Friesner, Joanna D.; Conklin, Phillip A.; Britt, Anne B.",2014,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2014.00206,"Low linear energy transfer (LET) gamma rays and high LET HZE (high atomic weight, high energy) particles act as powerful mutagens in both plants and animals. DNA damage generated by HZE particles is more densely clustered than that generated by gamma rays. To understand the genetic requirements for resistance to high versus low LET radiation, a series of Arabidopsis thaliana mutants were exposed to either 1GeV Fe nuclei or gamma radiation. A comparison of effects on the germination and subsequent growth of seedlings led us to conclude that the relative biological effectiveness (RBE) of the two types of radiation (HZE versus gamma) are roughly 3:1. Similarly, in wild-type lines, loss of somatic heterozygosity was induced at an RBE of about a 2:1 (HZE versus gamma). Checkpoint and repair defects, as expected, enhanced sensitivity to both agents. The “replication fork” checkpoint, governed by ATR, played a slightly more important role in resistance to HZE-induced mutagenesis than in resistance to gamma induced mutagenesis."
PMC6081456,Acceleration profiles and processing methods for parabolic flight,"Carr, Christopher E.; Bryan, Noelle C.; Ruvkun, Gary; Zuber, Maria T.; Saboda, Kendall N.; Bhattaru, Srinivasa A.; Ruvkun, Gary; Zuber, Maria T.; Carr, Christopher E.; Bryan, Noelle C.; Saboda, Kendall N.; Bhattaru, Srinivasa A.",2018,NPJ Microgravity,https://doi.org/10.1038/s41526-018-0050-3,"Parabolic flights provide cost-effective, time-limited access to “weightless” or reduced gravity conditions, facilitating research and validation activities that complement infrequent and costly access to space. Although parabolic flights have been conducted for decades, reference acceleration profiles and processing methods are not widely available. Here we present a solution for collecting, analyzing, and classifying the altered gravity environments experienced during parabolic flights, which we validated during a Boeing 727-200F flight with 20 parabolas. All data and analysis code are freely available. Our solution can be integrated with diverse experimental designs, does not depend upon accelerometer orientation, and allows unsupervised classification of all phases of flight, providing a consistent and open-source approach to quantifying gravito-inertial accelerations (GIA), or g levels. As academic, governmental, and commercial use of space advances, data availability and validated processing methods will enable better planning, execution, and analysis of parabolic flight experiments, and thus facilitate future space activities."
PMC5955502,Cytoskeleton structure and total methylation of mouse cardiac and lung tissue during space flight,"Ogneva, Irina V.; Loktev, Sergey S.; Sychev, Vladimir N.; Mofrad, Mohammad R. K.",2018,PLoS ONE,https://doi.org/10.1371/journal.pone.0192643,"The purpose of this work was to evaluate the protein and mRNA expression levels of multiple cytoskeletal proteins in the cardiac and lung tissue of mice that were euthanized onboard the United States Orbital Segment of the International Space Station 37 days after the start of the SpaceX-4 mission (September 2014, USA). The results showed no changes in the cytoskeletal protein content in the cardiac and lung tissue of the mice, but there were significant changes in the mRNA expression levels of the associated genes, which may be due to an increase in total genome methylation. The mRNA expression levels of DNA methylases, the cytosine demethylases Tet1 and Tet3, histone acetylase and histone deacetylase did not change, and the mRNA expression level of cytosine demethylase Tet2 was significantly decreased."
PMC10285634,Toward countering muscle and bone loss with spaceflight: GSK3 as a potential target,"Baranowski, Ryan W.; Braun, Jessica L.; Gauquelin-Koch, Guillemette; Bertile, Fabrice; Gittings, William; Vandenboom, Rene; Ward, Wendy E.; Fajardo, Val A.; Hockey, Briana L.; Yumol, Jenalyn L.; Geromella, Mia S.; Watson, Colton J.F.; Kurgan, Nigel; Messner, Holt N.; Whitley, Kennedy C.; MacNeil, Adam J.",2023,iScience,https://doi.org/10.1016/j.isci.2023.107047,Summary
PMC11271499,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,"Braun, Jessica L.; Fajardo, Val A.",2024,NPJ Microgravity,https://doi.org/10.1038/s41526-024-00419-y,"Spending time in a microgravity environment is known to cause significant skeletal muscle atrophy and weakness via muscle unloading, which can be partly attributed to Ca2+ dysregulation. The sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA) pump is responsible for bringing Ca2+ from the cytosol into its storage site, the sarcoplasmic reticulum (SR), at the expense of ATP. We have recently demonstrated that, in the soleus of space-flown mice, the Ca2+ uptake ability of the SERCA pump is severely impaired and this may be attributed to increases in reactive oxygen/nitrogen species (RONS), to which SERCA is highly susceptible. The purpose of this study was therefore to investigate whether treatment with the antioxidant, Manganese(III) meso-tetrakis(N-n-butoxyethylpyridinium-2-yl)porphyrin, MnTnBuOE-2-PyP5+ (BuOE), could attenuate muscle atrophy and SERCA dysfunction. We received soleus muscles from the rodent research 18 mission which had male mice housed on the international space station for 35 days and treated with either saline or BuOE. Spaceflight significantly reduced the soleus:body mass ratio and significantly increased SERCA’s ionophore ratio, a measure of SR Ca2+ leak, and 4-HNE content (marker of RONS), none of which could be rescued by BuOE treatment. In conclusion, we find that spaceflight induces significant soleus muscle atrophy and SR Ca2+ leak that cannot be counteracted with BuOE treatment. Future work should investigate alternative therapeutics that are specifically aimed at increasing SERCA activation or reducing Ca2+ leak."
PMC6062551,Cardiovascular progenitor cells cultured aboard the International Space Station exhibit altered developmental and functional properties,"Baio, Jonathan; Martinez, Aida F.; Silva, Ivan; Hoehn, Carla V.; Countryman, Stephanie; Bailey, Leonard; Hasaniya, Nahidh; Pecaut, Michael J.; Kearns-Jonker, Mary",2018,NPJ Microgravity,https://doi.org/10.1038/s41526-018-0048-x,"The heart and its cellular components are profoundly altered by missions to space and injury on Earth. Further research, however, is needed to characterize and address the molecular substrates of such changes. For this reason, neonatal and adult human cardiovascular progenitor cells (CPCs) were cultured aboard the International Space Station. Upon return to Earth, we measured changes in the expression of microRNAs and of genes related to mechanotransduction, cardiogenesis, cell cycling, DNA repair, and paracrine signaling. We additionally assessed endothelial-like tube formation, cell cycling, and migratory capacity of CPCs. Changes in microRNA expression were predicted to target extracellular matrix interactions and Hippo signaling in both neonatal and adult CPCs. Genes related to mechanotransduction (YAP1, RHOA) were downregulated, while the expression of cytoskeletal genes (VIM, NES, DES, LMNB2, LMNA), non-canonical Wnt ligands (WNT5A, WNT9A), and Wnt/calcium signaling molecules (PLCG1, PRKCA) was significantly elevated in neonatal CPCs. Increased mesendodermal gene expression along with decreased expression of mesodermal derivative markers (TNNT2, VWF, and RUNX2), reduced readiness to form endothelial-like tubes, and elevated expression of Bmp and Tbx genes, were observed in neonatal CPCs. Both neonatal and adult CPCs exhibited increased expression of DNA repair genes and paracrine factors, which was supported by enhanced migration. While spaceflight affects cytoskeletal organization and migration in neonatal and adult CPCs, only neonatal CPCs experienced increased expression of early developmental markers and an enhanced proliferative potential. Efforts to recapitulate the effects of spaceflight on Earth by regulating processes described herein may be a promising avenue for cardiac repair."
PMC9832585,Inter-agency perspective: Translating advances in biomarker discovery and medical countermeasures development between terrestrial and space radiation environments,"DiCarlo, Andrea L.; Carnell, Lisa S.; Rios, Carmen I.; Prasanna, Pataje G.",2023,Life sciences in space research,https://doi.org/10.1016/j.lssr.2022.06.004,"Over the past 20+ years, the U.S. Government has made significant strides in establishing research funding and initiating a portfolio consisting of subject matter experts on radiation-induced biological effects in normal tissues. Research supported by the National Cancer Institute (NCI) provided much of the early findings on identifying cellular pathways involved in radiation injuries, due to the need to push the boundaries to kill tumor cells while minimizing damage to intervening normal tissues. By protecting normal tissue surrounding the tumors, physicians can deliver a higher radiation dose to tumors and reduce adverse effects related to the treatment. Initially relying on this critical NCI research, the National Institute of Allergy and Infectious Diseases (NIAID), first tasked with developing radiation medical countermeasures in 2004, has provided bridge funding to move basic research toward advanced development and translation. The goal of the NIAID program is to fund approaches that can one day be employed to protect civilian populations during a radiological or nuclear incident. In addition, with the reality of long-term space flights and the possibility of radiation exposures to both acute, high-intensity, and chronic lower-dose levels, the National Aeronautics and Space Administration (NASA) has identified requirements to discover and develop radioprotectors and mitigators to protect their astronauts during space missions. In sustained partnership with sister agencies, these three organizations must continue to leverage funding and findings in their overlapping research areas to accelerate biomarker identification and product development to help safeguard these different and yet undeniably similar human populations – cancer patients, public citizens, and astronauts."
PMC7829349,Genomic and Functional Characterization of Enterococcus faecalis Isolates Recovered From the International Space Station and Their Potential for Pathogenicity,"Bryan, Noelle C.; Lebreton, Francois; Gilmore, Michael; Ruvkun, Gary; Zuber, Maria T.; Carr, Christopher E.",2020,Frontiers in Microbiology,https://doi.org/10.3389/fmicb.2020.515319,"Enterococcus faecalis is a multidrug resistant, opportunistic human pathogen and a leading cause of hospital acquired infections. Recently, isolates have been recovered from the air and surfaces onboard the International Space Station (ISS). Pangenomic and functional analyses were carried out to assess their potential impact on astronaut health. Genomes of each ISS isolate, and both clinical and commensal reference strains, were evaluated for their core and unique gene content, acquired antibiotic resistance genes, phage, plasmid content, and virulence traits. In order to determine their potential survival when outside of the human host, isolates were also challenged with three weeks of desiccation at 30% relative humidity. Finally, pathogenicity of the ISS strains was evaluated in the model organism Caenorhabditis elegans. At the culmination of this study, there were no defining signatures that separated known pathogenic strains from the more commensal phenotypes using the currently available resources. As a result, the current reliance on database information alone must be shifted to experimentally evaluated genotypic and phenotypic characteristics of clinically relevant microorganisms."
PMC3570223,Evaluation of in vitro macrophage differentiation during space flight,"Ortega, M. Teresa; Lu, Nanyan; Chapes, Stephen K.",2013,Advances in space research : the official journal of the Committee on Space Research (COSPAR),https://doi.org/10.1016/j.asr.2012.02.021,"We differentiated mouse bone marrow cells in the presence of recombinant macrophage colony stimulating (rM-CSF) factor for 14 days during the flight of space shuttle Space Transportation System (STS)-126. We tested the hypothesis that the receptor expression for M-CSF, c-Fms was reduced. We used flow cytometry to assess molecules on cells that were preserved during flight to define the differentiation state of the developing bone marrow macrophages; including CD11b, CD31, CD44, Ly6C, Ly6G, F4/80, Mac2, c-Fos as well as c-Fms. In addition, RNA was preserved during the flight and was used to perform a gene microarray. We found that there were significant differences in the number of macrophages that developed in space compared to controls maintained on Earth. We found that there were significant changes in the distribution of cells that expressed CD11b, CD31, F4/80, Mac2, Ly6C and c-Fos. However, there were no changes in c-Fms expression and no consistent pattern of advanced or retarded differentiation during space flight. We also found a pattern of transcript levels that would be consistent with a relatively normal differentiation outcome but increased proliferation by the bone marrow macrophages that were assayed after 14 days of space flight. There also was a surprising pattern of space flight influence on genes of the coagulation pathway. These data confirm that a space flight can have an impact on the in vitro development of macrophages from mouse bone marrow cells."
PMC3558598,Ehrlichia chaffeensis replication sites in adult Drosophila melanogaster,"Drolia, Rishi; Von Ohlen, Tonia; Chapes, Stephen K.",2014,International journal of medical microbiology : IJMM,https://doi.org/10.1016/j.ijmm.2012.12.002,"Ehrlichia chaffeensis is a Gram-negative, obligate intracellular bacterium which causes the tick-borne disease human monocytic ehrlichiosis. In vertebrates, E. chaffeensis replicates in monocytes and macrophages. However, no clear cell or tissue tropism has been defined in arthropods. Our group identified two host genes that control E. chaffeensis replication and infection in vivo in Drosophila, Uridine cytidine kinase and separation anxiety. Using the UAS-GAL4 RNAi system, we generated F1 flies (UAS-gene of interest RNAi x tissue-GAL4 flies) that have Uck2 or san silenced in ubiquitous or tissue-specific fashion. When Uck2 or san were suppressed in the hemocytes or in the fat body, E. chaffeensis replicated poorly and caused significantly less severe infections. Silencing of these genes in the eyes, wings, or the salivary glands did not impact fly susceptibility or bacterial replication. Our data suggest that in Drosophila, E. chaffeensis replicates within the hemocytes, the insect homolog of mammalian macrophages, and in the fat body, the liver homolog of mammals."
PMC11046949,"Antiviral screening of natural, anti-inflammatory compound library against African swine fever virus","Jackman, Joshua A.; Hakobyan, Astghik; Grigoryan, Rafayela; Izmailyan, Roza; Elrod, Charles C.; Zakaryan, Hovakim",2024,Virology Journal,https://doi.org/10.1186/s12985-024-02374-2,Background
PMC3890248,Understanding macrophage differentiation during space flight: The importance of ground-based experiments before space flight,"Chapes, Stephen K.; Ortega, M. Teresa",2014,Recent patents on space technology,,"In preparation for a space flight on STS-126, two in vitro culture systems were used to investigate macrophage colony stimulating factor-dependent macrophage differentiation from mouse primary bone marrow cells. The patented Techshot Cell Cult Bioreactor and the BioServe Fluid Processing Apparatus (FPA)1 were operated in different orientations to determine their impact on macrophage growth and differentiation. Bone marrow cell parameters were determined after cells were grown in FPAs incubated at 37°C in vertical or horizontal orientations, and macrophage cell recovery was significantly higher from FPAs that were incubated in the horizontal orientation compared to “vertical” FPAs. Similarly, when bone marrow cells were grown in the Techshot bioreactor, there were significant differences in the numbers of macrophages recovered after 7 days, depending on movement and orientation of the bioreactor. Macrophage recovery was highest when the patented bioreactor was rotated in the horizontal, x-axis plane (merry-go-round fashion) compared to static and vertically, y-axis plane rotated (Ferris wheel fashion) bioreactors. In addition, the expression of F4/80 and other differentiation markers varied depending on whether macrophages differentiated in FPAs or in bioreactors. After 7 days, significant differences in size, granularity and molecule expression were seen even when the same primary bone marrow cells were used to seed the cultures. These data show that culture outcomes are highly dependent on the culture device and device orientation. Moreover, the impact of the culture system needs to be understood in order to interpret space flight data."
PMC5736159,Validation of Methods to Assess the Immunoglobulin Gene Repertoire in Tissues Obtained from Mice on the International Space Station,"Rettig, Trisha A; Ward, Claire; Pecaut, Michael J; Chapes, Stephen K.",2017,Gravitational and space research : publication of the American Society for Gravitational and Space Research,,"Spaceflight is known to affect immune cell populations. In particular, splenic B cell numbers decrease during spaceflight and in ground-based physiological models. Although antibody isotype changes have been assessed during and after space flight, an extensive characterization of the impact of spaceflight on antibody composition has not been conducted in mice. Next Generation Sequencing and bioinformatic tools are now available to assess antibody repertoires. We can now identify immunoglobulin gene- segment usage, junctional regions, and modifications that contribute to specificity and diversity. Due to limitations on the International Space Station, alternate sample collection and storage methods must be employed. Our group compared Illumina MiSeq sequencing data from multiple sample preparation methods in normal C57Bl/6J mice to validate that sample preparation and storage would not bias the outcome of antibody repertoire characterization. In this report, we also compared sequencing techniques and a bioinformatic workflow on the data output when we assessed the IgH and Igκ variable gene usage. This included assessments of our bioinformatic workflow on Illumina HiSeq and MiSeq datasets and is specifically designed to reduce bias, capture the most information from Ig sequences, and produce a data set that provides other data mining options. We validated our workflow by comparing our normal mouse MiSeq data to existing murine antibody repertoire studies validating it for future antibody repertoire studies."
PMC5761896,Characterization of the naive murine antibody repertoire using unamplified high-throughput sequencing,"Rettig, Trisha A.; Ward, Claire; Bye, Bailey A.; Pecaut, Michael J.; Chapes, Stephen K.; Melcher, Ulrich; Pecaut, Michael J.; Chapes, Stephen K.; Chapes, Stephen K.",2018,PLoS ONE,https://doi.org/10.1371/journal.pone.0190982,"Antibody specificity and diversity are generated through the enzymatic splicing of genomic gene segments within each B cell. Antibodies are heterodimers of heavy- and light-chains encoded on separate loci. We studied the antibody repertoire from pooled, splenic tissue of unimmunized, adult female C57BL/6J mice, using high-throughput sequencing (HTS) without amplification of antibody transcripts. We recovered over 90,000 heavy-chain and over 135,000 light-chain immunoglobulin sequences. Individual V-, D-, and J-gene segment usage was uniform among the three mouse pools, particularly in highly abundant gene segments, with low frequency V-gene segments not being detected in all pools. Despite the similar usage of individual gene segments, the repertoire of individual B-cell CDR3 amino acid sequences in each mouse pool was highly varied, affirming the combinatorial diversity in the B-cell pool that has been previously demonstrated. There also was some skewing in the V-gene segments that were detected depending on chromosomal location. This study presents a unique, non-primer biased glimpse of the conventionally housed, unimmunized antibody repertoire of the C57BL6/J mouse."
PMC5826609,Effects of spaceflight on the immunoglobulin repertoire of unimmunized C57BL/6 mice,"Ward, Claire; Rettig, Trisha A.; Hlavacek, Savannah; Bye, Bailey A.; Pecaut, Michael J.; Chapes, Stephen K.",2019,Life sciences in space research,https://doi.org/10.1016/j.lssr.2017.11.003,"Spaceflight has been shown to suppress the adaptive immune response, altering the distribution and function of lymphocyte populations. B lymphocytes express highly specific and highly diversified receptors, known as immunoglobulins (Ig), that directly bind and neutralize pathogens. Ig diversity is achieved through the enzymatic splicing of gene segments within the genomic DNA of each B cell in a host. The collection of Ig specificities within a host, or Ig repertoire, has been increasingly characterized in both basic research and clinical settings using high-throughput sequencing technology (HTS). We utilized HTS to test the hypothesis that spaceflight affects the B-cell repertoire. To test this hypothesis, we characterized the impact of spaceflight on the unimmunized Ig repertoire of C57BL/6 mice that were flown aboard the International Space Station (ISS) during the Rodent Research One validation flight in comparison to ground controls. Individual gene segment usage was similar between ground control and flight animals, however, gene segment combinations and the junctions in which gene segments combine was varied among animals within and between treatment groups. We also found that spontaneous somatic mutations in the IgH and Igκ gene loci were not increased. These data suggest that space flight did not affect the B cell repertoire of mice flown and housed on the ISS over a short period of time."
PMC6366624,A comparison of unamplified and massively multiplexed PCR amplification for murine antibody repertoire sequencing,"Rettig, Trisha A.; Pecaut, Michael J.; Chapes, Stephen K.",2020,FASEB bioAdvances,,"Sequencing antibody repertoires has steadily become cheaper and easier. Sequencing methods usually rely on some form of amplification, often a massively multiplexed PCR prior to sequencing. To eliminate potential biases and create a data set that could be used for other studies, our lab compared unamplified sequencing results from the splenic heavy-chain repertoire in the mouse to those processed through two commercial applications. We also compared the use of mRNA vs total RNA, reverse transcriptase, and primer usage for cDNA synthesis and submission. The use of mRNA for cDNA synthesis resulted in higher read counts but reverse transcriptase and primer usage had no statistical effects on read count. Although most of the amplified data sets contained more antibody reads than the unamplified data set, we detected more unique V-gene segments in the unamplified data set. Although unique CDR3 detection was much lower in the unamplified data set, RNASeq detected 98% of the high frequency CDR3s. We have shown that unamplified profiling of the antibody repertoire is possible, detects more V-gene segments, and detects high frequency clones in the repertoire."
PMC11929063,"Preclinical development of TAK-754, a high-performance AAV8-based vector expressing coagulation factor VIII","Lengler, Johannes; Weiller, Markus; Rottensteiner, Hanspeter; Horling, Franziska; Mayrhofer, Josef; Schuster, Maria; Falkner, Falko G.; Gil-Farina, Irene; Klugmann, Matthias; Scheiflinger, Friedrich; Hoellriegl, Werner",2025,Molecular Therapy. Methods & Clinical Development,https://doi.org/10.1016/j.omtm.2025.101424,"This report concerns the preclinical development of TAK-754, an AAV8-based human factor VIII (FVIII) vector designed to deliver a codon-optimized and CpG-depleted B domain-deleted F8 transgene under the control of a liver-specific promoter for gene therapy in patients with hemophilia A. A dose-dependent increase in plasma FVIII activity was detected in FVIII knockout mice at a dose of 1.0 × 1012 TAK-754 capsid particles (CP)/kg or higher. This increase was shown to be in accordance with a dose-dependent decrease in blood loss in a hemostatic efficacy assay. TAK-754 (3.1 × 1012 CP/kg) mediated long-term and stable FVIII expression in immunologically tolerant transgenic human FVIII mice. Toxicology and biodistribution assessments with a single administration of TAK-754 ranging between 1.9 × 1012 and 5.0 × 1013 CP/kg were conducted in male C57BL/6J mice. The highest TAK-754 dose occurred without TAK-754-related adverse clinical signs. Biodistribution profiling showed predominant detection in the liver with a low occurrence of vector DNA in other tissues. Integration site analysis revealed minimal vector integration, with no observations of clonal outgrowth or preferred integrations in genes previously implicated in hepatocellular carcinoma formation within the observation period. These preclinical studies demonstrate a good safety and efficacy profile for TAK-754."
